coverage,dimension,threshold,linkage,nb_motifs,nb_motif_sets,full_numba,repeat,Time [ms]
0.5,50,0.75,complete,30,1,True,9,518.888993
0.5,50,0.75,complete,50,1,True,0,1548.882942
0.5,50,0.75,complete,50,1,True,1,1567.165201
0.5,50,0.75,complete,50,1,True,2,1538.818622
0.5,50,0.75,complete,50,1,True,3,1565.101788
0.5,50,0.75,complete,50,1,True,4,1561.730741
0.5,50,0.75,complete,50,1,True,5,1555.472422
0.5,50,0.75,complete,50,1,True,6,1568.331442
0.5,50,0.75,complete,50,1,True,7,1557.538833
0.5,50,0.75,complete,50,1,True,8,1559.375345
0.5,50,0.75,complete,50,1,True,9,1555.656161
0.5,50,0.75,complete,75,1,True,0,4247.719224
0.5,50,0.75,complete,75,1,True,1,4183.485445
0.5,50,0.75,complete,75,1,True,2,4202.041166
0.5,50,0.75,complete,75,1,True,3,4146.181019
0.5,50,0.75,complete,75,1,True,4,4252.449853
0.5,50,0.75,complete,75,1,True,5,4227.257336
0.5,50,0.75,complete,75,1,True,6,4227.08974
0.5,50,0.75,complete,75,1,True,7,4321.564712
0.5,50,0.75,complete,75,1,True,8,4162.415795
0.5,50,0.75,complete,75,1,True,9,4189.99251
0.5,50,0.75,complete,100,1,True,0,8647.795561
0.5,50,0.75,complete,100,1,True,1,8599.637576
0.5,50,0.75,complete,100,1,True,2,8754.837627
0.5,50,0.75,complete,100,1,True,3,8892.755804
0.5,50,0.75,complete,100,1,True,4,8805.965855
0.5,50,0.75,complete,100,1,True,5,8687.598204
0.5,50,0.75,complete,100,1,True,6,8418.515067
0.5,50,0.75,complete,100,1,True,7,8391.609351
0.5,50,0.75,complete,100,1,True,8,8654.017528
0.5,50,0.75,complete,100,1,True,9,8589.517714
0.5,50,0.75,complete,60,1,True,0,2361.802344
0.5,50,0.75,complete,60,1,True,1,2387.763239
0.5,50,0.75,complete,60,1,True,2,2413.629021
0.5,50,0.75,complete,60,1,True,3,2440.632049
0.5,50,0.75,complete,60,1,True,4,2364.476851
0.5,50,0.75,complete,60,1,True,5,2360.217051
0.5,50,0.75,complete,60,1,True,6,2319.204935
0.5,50,0.75,complete,60,1,True,7,2390.081349
0.5,50,0.75,complete,60,1,True,8,2415.790188
0.5,50,0.75,complete,60,1,True,9,2362.537413
0.5,50,0.75,complete,60,2,True,0,1987.500506
0.5,50,0.75,complete,60,2,True,1,1948.551045
0.5,50,0.75,complete,60,2,True,2,2002.9621
0.5,50,0.75,complete,60,2,True,3,1982.965376
0.5,50,0.75,complete,60,2,True,4,2006.996125
0.5,50,0.75,complete,60,2,True,5,1987.739521
0.5,50,0.75,complete,60,2,True,6,1939.357833
0.5,50,0.75,complete,60,2,True,7,1985.602132
0.5,50,0.75,complete,60,2,True,8,1979.902593
0.5,50,0.75,complete,60,2,True,9,1939.845039
0.5,50,0.75,complete,60,5,True,0,1507.753404
0.5,50,0.75,complete,60,5,True,1,1461.662447
0.5,50,0.75,complete,60,5,True,2,1432.705435
0.5,50,0.75,complete,60,5,True,3,1460.750877
0.5,50,0.75,complete,60,5,True,4,1463.479782
0.5,50,0.75,complete,60,5,True,5,1431.633278
0.5,50,0.75,complete,60,5,True,6,1437.700193
0.5,50,0.75,complete,60,5,True,7,1473.813619
0.5,50,0.75,complete,60,5,True,8,1446.847664
0.5,50,0.75,complete,60,5,True,9,1446.046443
0.5,50,0.75,complete,60,10,True,0,1409.24573
0.5,50,0.75,complete,60,10,True,1,1441.774622
0.5,50,0.75,complete,60,10,True,2,1423.421884
0.5,50,0.75,complete,60,10,True,3,1479.409337
0.5,50,0.75,complete,60,10,True,4,1404.961334
0.5,50,0.75,complete,60,10,True,5,1422.83925
0.5,50,0.75,complete,60,10,True,6,1462.664085
0.5,50,0.75,complete,60,10,True,7,1423.876101
0.5,50,0.75,complete,60,10,True,8,1446.19332
0.5,50,0.75,complete,60,10,True,9,1338.742128
0.5,50,0.75,complete,60,15,True,0,1565.989684
0.5,50,0.75,complete,60,15,True,1,1611.542051
0.5,50,0.75,complete,60,15,True,2,1599.93241
0.5,50,0.75,complete,60,15,True,3,1628.609896
0.5,50,0.75,complete,60,15,True,4,1586.12438
0.5,50,0.75,complete,60,15,True,5,1547.47162
0.5,50,0.75,complete,60,15,True,6,1552.855666
0.5,50,0.75,complete,60,15,True,7,1589.730514
0.5,50,0.75,complete,60,15,True,8,1610.433542
0.5,50,0.75,complete,60,15,True,9,1561.578522
0.5,50,0.75,complete,60,20,True,0,1697.932889
0.5,50,0.75,complete,60,20,True,1,1716.633445
0.5,50,0.75,complete,60,20,True,2,1712.120485
0.5,50,0.75,complete,60,20,True,3,1696.542064
0.5,50,0.75,complete,60,20,True,4,1704.026096
0.5,50,0.75,complete,60,20,True,5,1758.88454
0.5,50,0.75,complete,60,20,True,6,1698.314211
0.5,50,0.75,complete,60,20,True,7,1688.457873
0.5,50,0.75,complete,60,20,True,8,1697.634087
0.5,50,0.75,complete,60,20,True,9,1684.681667
0.5,50,0.75,complete,60,25,True,0,1983.998085
0.5,50,0.75,complete,60,25,True,1,1892.105262
0.5,50,0.75,complete,60,25,True,2,1984.033171
0.5,50,0.75,complete,60,25,True,3,1933.972801
0.5,50,0.75,complete,60,25,True,4,1986.892839
0.5,50,0.75,complete,60,25,True,5,1995.777396
0.5,50,0.75,complete,60,25,True,6,1963.147924
0.5,50,0.75,complete,60,25,True,7,1889.46576
0.5,50,0.75,complete,60,25,True,8,1869.571006
0.5,50,0.75,complete,60,25,True,9,2016.274219
0.5,50,0.75,complete,60,30,True,0,2165.526522
0.5,50,0.75,complete,60,30,True,1,2234.611457
0.5,50,0.75,complete,60,30,True,2,2107.70837
0.5,50,0.75,complete,60,30,True,3,2225.378567
0.5,50,0.75,complete,60,30,True,4,2182.2934
0.5,50,0.75,complete,60,30,True,5,2077.893611
0.5,50,0.75,complete,60,30,True,6,2092.001255
0.5,50,0.75,complete,60,30,True,7,2103.120345
0.5,50,0.75,complete,60,30,True,8,2107.182218
0.5,50,0.75,complete,60,30,True,9,2205.308267
0.5,3,0.75,complete,60,15,False,0,4.124277
0.5,3,0.75,complete,60,15,False,1,6.484658
0.5,3,0.75,complete,60,15,False,2,6.785617
0.5,3,0.75,complete,60,15,False,3,6.644895
0.5,3,0.75,complete,60,15,False,4,6.645124
0.5,3,0.75,complete,60,15,False,5,4.093414
0.5,3,0.75,complete,60,15,False,6,4.172422
0.5,3,0.75,complete,60,15,False,7,6.288287
0.5,3,0.75,complete,60,15,False,8,5.357968
0.5,3,0.75,complete,60,15,False,9,6.590465
0.5,5,0.75,complete,60,15,False,0,17.613827
0.5,5,0.75,complete,60,15,False,1,15.211939
0.5,5,0.75,complete,60,15,False,2,13.728456
0.5,5,0.75,complete,60,15,False,3,13.618856
0.5,5,0.75,complete,60,15,False,4,17.781325
0.5,5,0.75,complete,60,15,False,5,13.599291
0.5,5,0.75,complete,60,15,False,6,13.554657
0.5,5,0.75,complete,60,15,False,7,22.220221
0.5,5,0.75,complete,60,15,False,8,22.136257
0.5,5,0.75,complete,60,15,False,9,22.521926
0.5,10,0.75,complete,60,15,False,0,83.946196
0.5,10,0.75,complete,60,15,False,1,83.603545
0.5,10,0.75,complete,60,15,False,2,93.872456
0.5,10,0.75,complete,60,15,False,3,68.744326
0.5,10,0.75,complete,60,15,False,4,83.158295
0.5,10,0.75,complete,60,15,False,5,102.321761
0.5,10,0.75,complete,60,15,False,6,70.506399
0.5,10,0.75,complete,60,15,False,7,84.505423
0.5,10,0.75,complete,60,15,False,8,73.110413
0.5,10,0.75,complete,60,15,False,9,73.510412
0.5,25,0.75,complete,60,15,False,0,719.041043
0.5,25,0.75,complete,60,15,False,1,693.888456
0.5,25,0.75,complete,60,15,False,2,718.299697
0.5,25,0.75,complete,60,15,False,3,666.597697
0.5,25,0.75,complete,60,15,False,4,705.750583
0.5,25,0.75,complete,60,15,False,5,773.609279
0.5,25,0.75,complete,60,15,False,6,717.812149
0.5,25,0.75,complete,60,15,False,7,688.004289
0.5,25,0.75,complete,60,15,False,8,637.674593
0.5,25,0.75,complete,60,15,False,9,683.076407
0.5,50,0.75,complete,60,15,False,0,3199.355247
0.5,50,0.75,complete,60,15,False,1,3160.54037
0.5,50,0.75,complete,60,15,False,2,3092.316028
0.5,50,0.75,complete,60,15,False,3,3385.223453
0.5,50,0.75,complete,60,15,False,4,3122.675583
0.5,50,0.75,complete,60,15,False,5,3323.821692
0.5,50,0.75,complete,60,15,False,6,3256.905691
0.5,50,0.75,complete,60,15,False,7,3232.381932
0.5,50,0.75,complete,60,15,False,8,3236.364021
0.5,50,0.75,complete,60,15,False,9,3308.899275
0.5,75,0.75,complete,60,15,False,0,7490.084545
0.5,75,0.75,complete,60,15,False,1,7835.849724
0.5,75,0.75,complete,60,15,False,2,7471.234027
0.5,75,0.75,complete,60,15,False,3,7637.172806
0.5,75,0.75,complete,60,15,False,4,7568.58239
0.5,75,0.75,complete,60,15,False,5,7635.458035
0.5,75,0.75,complete,60,15,False,6,7736.546604
0.5,75,0.75,complete,60,15,False,7,7717.049798
0.5,75,0.75,complete,60,15,False,8,7796.83845
0.5,75,0.75,complete,60,15,False,9,7352.356018
0.5,100,0.75,complete,60,15,False,0,13890.932817
0.5,100,0.75,complete,60,15,False,1,14166.511415
0.5,100,0.75,complete,60,15,False,2,13710.602638
0.5,100,0.75,complete,60,15,False,3,14518.264445
0.5,100,0.75,complete,60,15,False,4,13583.952693
0.5,100,0.75,complete,60,15,False,5,13969.043963
0.5,100,0.75,complete,60,15,False,6,14184.474437
0.5,100,0.75,complete,60,15,False,7,14076.980546
0.5,100,0.75,complete,60,15,False,8,13937.726424
0.5,100,0.75,complete,60,15,False,9,13825.210769
0.5,150,0.75,complete,60,15,False,0,32709.435993
0.5,150,0.75,complete,60,15,False,1,32342.839656
0.5,150,0.75,complete,60,15,False,2,32815.828031
0.5,150,0.75,complete,60,15,False,3,32799.003546
0.5,150,0.75,complete,60,15,False,4,31840.808936
0.5,150,0.75,complete,60,15,False,5,33252.3734
0.5,150,0.75,complete,60,15,False,6,32712.729732
0.5,150,0.75,complete,60,15,False,7,32775.241479
0.5,150,0.75,complete,60,15,False,8,32035.221123
0.5,150,0.75,complete,60,15,False,9,33034.325793
0.5,200,0.75,complete,60,15,False,0,61415.943116
0.5,200,0.75,complete,60,15,False,1,60856.896031
0.5,200,0.75,complete,60,15,False,2,60118.836598
0.5,200,0.75,complete,60,15,False,3,60950.780043
0.5,200,0.75,complete,60,15,False,4,61215.889787
0.5,200,0.75,complete,60,15,False,5,61469.927514
0.5,200,0.75,complete,60,15,False,6,60853.15091
0.5,200,0.75,complete,60,15,False,7,59276.496367
0.5,200,0.75,complete,60,15,False,8,59288.200958
0.5,200,0.75,complete,60,15,False,9,61242.536764
0.5,50,0.75,complete,3,1,False,0,2.879898
0.5,50,0.75,complete,3,1,False,1,2.84018
0.5,50,0.75,complete,3,1,False,2,2.920967
0.5,50,0.75,complete,3,1,False,3,2.9127
0.5,50,0.75,complete,3,1,False,4,2.774736
0.5,50,0.75,complete,3,1,False,5,2.875005
0.5,50,0.75,complete,3,1,False,6,2.952152
0.5,50,0.75,complete,3,1,False,7,2.919989
0.5,50,0.75,complete,3,1,False,8,2.940587
0.5,50,0.75,complete,3,1,False,9,2.850428
0.5,50,0.75,complete,5,1,False,0,11.964876
0.5,50,0.75,complete,5,1,False,1,11.424907
0.5,50,0.75,complete,5,1,False,2,11.690643
0.5,50,0.75,complete,5,1,False,3,11.68596
0.5,50,0.75,complete,5,1,False,4,11.92281
0.5,50,0.75,complete,5,1,False,5,11.902015
0.5,50,0.75,complete,5,1,False,6,11.85871
0.5,50,0.75,complete,5,1,False,7,12.038378
0.5,50,0.75,complete,5,1,False,8,12.106942
0.5,50,0.75,complete,5,1,False,9,12.060807
0.5,50,0.75,complete,10,1,False,0,50.576177
0.5,50,0.75,complete,10,1,False,1,49.981135
0.5,50,0.75,complete,10,1,False,2,50.761156
0.5,50,0.75,complete,10,1,False,3,47.652999
0.5,50,0.75,complete,10,1,False,4,52.041233
0.5,50,0.75,complete,10,1,False,5,46.953211
0.5,50,0.75,complete,10,1,False,6,45.055841
0.5,50,0.75,complete,10,1,False,7,47.324794
0.5,50,0.75,complete,10,1,False,8,48.518485
0.5,50,0.75,complete,10,1,False,9,47.059551
0.5,50,0.75,complete,20,1,False,0,201.298001
0.5,50,0.75,complete,20,1,False,1,196.686255
0.5,50,0.75,complete,20,1,False,2,197.627252
0.5,50,0.75,complete,20,1,False,3,208.730614
0.5,50,0.75,complete,20,1,False,4,207.226428
0.5,50,0.75,complete,20,1,False,5,201.785352
0.5,50,0.75,complete,20,1,False,6,196.171888
0.5,50,0.75,complete,20,1,False,7,202.827204
0.5,50,0.75,complete,20,1,False,8,197.68291
0.5,50,0.75,complete,20,1,False,9,197.956583
0.5,50,0.75,complete,30,1,False,0,478.2139
0.5,50,0.75,complete,30,1,False,1,495.597157
0.5,50,0.75,complete,30,1,False,2,497.765567
0.5,50,0.75,complete,30,1,False,3,498.731967
0.5,50,0.75,complete,30,1,False,4,480.20194
0.5,50,0.75,complete,30,1,False,5,477.473774
0.5,50,0.75,complete,30,1,False,6,486.002936
0.5,50,0.75,complete,30,1,False,7,491.121156
0.5,50,0.75,complete,30,1,False,8,497.089903
0.5,50,0.75,complete,30,1,False,9,488.126316
0.5,50,0.75,complete,50,1,False,0,1655.86152
0.5,50,0.75,complete,50,1,False,1,1685.223733
0.5,50,0.75,complete,50,1,False,2,1640.746064
0.5,50,0.75,complete,50,1,False,3,1682.202919
0.5,50,0.75,complete,50,1,False,4,1668.009771
0.5,50,0.75,complete,50,1,False,5,1667.033778
0.5,50,0.75,complete,50,1,False,6,1682.070476
0.5,50,0.75,complete,50,1,False,7,1658.85756
0.5,50,0.75,complete,50,1,False,8,1666.058825
0.5,50,0.75,complete,50,1,False,9,1652.293528
0.5,50,0.75,complete,75,1,False,0,4610.085187
0.5,50,0.75,complete,75,1,False,1,4561.324172
0.5,50,0.75,complete,75,1,False,2,4582.525582
0.5,50,0.75,complete,75,1,False,3,4510.91839
0.5,50,0.75,complete,75,1,False,4,4635.629086
0.5,50,0.75,complete,75,1,False,5,4616.63354
0.5,50,0.75,complete,75,1,False,6,4601.630874
0.5,50,0.75,complete,75,1,False,7,4728.663316
0.5,50,0.75,complete,75,1,False,8,4521.112399
0.5,50,0.75,complete,75,1,False,9,4560.298126
0.5,50,0.75,complete,100,1,False,0,9363.664098
0.5,50,0.75,complete,100,1,False,1,9317.580305
0.5,50,0.75,complete,100,1,False,2,9485.915882
0.5,50,0.75,complete,100,1,False,3,9663.82076
0.5,50,0.75,complete,100,1,False,4,9558.5351
0.5,50,0.75,complete,100,1,False,5,9429.893641
0.5,50,0.75,complete,100,1,False,6,9117.107638
0.5,50,0.75,complete,100,1,False,7,9087.015846
0.5,50,0.75,complete,100,1,False,8,9363.678723
0.5,50,0.75,complete,100,1,False,9,9294.800189
0.5,50,0.75,complete,60,1,False,0,2549.422014
0.5,50,0.75,complete,60,1,False,1,2590.702037
0.5,50,0.75,complete,60,1,False,2,2619.706572
0.5,50,0.75,complete,60,1,False,3,2648.602987
0.5,50,0.75,complete,60,1,False,4,2551.677619
0.5,50,0.75,complete,60,1,False,5,2550.685409
0.5,50,0.75,complete,60,1,False,6,2480.753326
0.5,50,0.75,complete,60,1,False,7,2585.403301
0.5,50,0.75,complete,60,1,False,8,2610.153894
0.5,50,0.75,complete,60,1,False,9,2543.541997
0.5,50,0.75,complete,60,2,False,0,2371.705419
0.5,50,0.75,complete,60,2,False,1,2389.16656
0.5,50,0.75,complete,60,2,False,2,2337.567644
0.5,50,0.75,complete,60,2,False,3,2365.496055
0.5,50,0.75,complete,60,2,False,4,2377.14678
0.5,50,0.75,complete,60,2,False,5,2387.111396
0.5,50,0.75,complete,60,2,False,6,2357.152782
0.5,50,0.75,complete,60,2,False,7,2253.84927
0.5,50,0.75,complete,60,2,False,8,2385.289742
0.5,50,0.75,complete,60,2,False,9,2302.911518
0.5,50,0.75,complete,60,5,False,0,2059.516873
0.5,50,0.75,complete,60,5,False,1,2023.337398
0.5,50,0.75,complete,60,5,False,2,1996.555668
0.5,50,0.75,complete,60,5,False,3,2100.591424
0.5,50,0.75,complete,60,5,False,4,2089.051807
0.5,50,0.75,complete,60,5,False,5,1990.921457
0.5,50,0.75,complete,60,5,False,6,2149.162307
0.5,50,0.75,complete,60,5,False,7,2091.68964
0.5,50,0.75,complete,60,5,False,8,2038.155486
0.5,50,0.75,complete,60,5,False,9,2037.060769
0.5,50,0.75,complete,60,10,False,0,2348.586346
0.5,50,0.75,complete,60,10,False,1,2433.145633
0.5,50,0.75,complete,60,10,False,2,2240.394607
0.5,50,0.75,complete,60,10,False,3,2346.513763
0.5,50,0.75,complete,60,10,False,4,2278.186728
0.5,50,0.75,complete,60,10,False,5,2310.877293
0.5,50,0.75,complete,60,10,False,6,2238.934312
0.5,50,0.75,complete,60,10,False,7,2395.331066
0.5,50,0.75,complete,60,10,False,8,2230.216645
0.5,50,0.75,complete,60,10,False,9,2454.348213
0.5,50,0.75,complete,60,15,False,0,3323.745305
0.5,50,0.75,complete,60,15,False,1,3214.274143
0.5,50,0.75,complete,60,15,False,2,3264.165701
0.5,50,0.75,complete,60,15,False,3,3074.798117
0.5,50,0.75,complete,60,15,False,4,3275.896474
0.5,50,0.75,complete,60,15,False,5,3172.11538
0.5,50,0.75,complete,60,15,False,6,3246.766676
0.5,50,0.75,complete,60,15,False,7,3346.371736
0.5,50,0.75,complete,60,15,False,8,3105.880257
0.5,50,0.75,complete,60,15,False,9,3147.014962
0.5,50,0.75,complete,60,20,False,0,3777.943605
0.5,50,0.75,complete,60,20,False,1,3734.25714
0.5,50,0.75,complete,60,20,False,2,4002.73716
0.5,50,0.75,complete,60,20,False,3,3884.642184
0.5,50,0.75,complete,60,20,False,4,4159.345692
0.5,50,0.75,complete,60,20,False,5,4114.652905
0.5,50,0.75,complete,60,20,False,6,3860.371677
0.5,50,0.75,complete,60,20,False,7,4159.266031
0.5,50,0.75,complete,60,20,False,8,4080.495232
0.5,50,0.75,complete,60,20,False,9,4134.059492
0.5,50,0.75,complete,60,25,False,0,4980.99809
0.5,50,0.75,complete,60,25,False,1,5117.902748
0.5,50,0.75,complete,60,25,False,2,4808.342858
0.5,50,0.75,complete,60,25,False,3,5997.689383
0.5,50,0.75,complete,60,25,False,4,4980.106356
0.5,50,0.75,complete,60,25,False,5,5353.489875
0.5,50,0.75,complete,60,25,False,6,5318.573736
0.5,50,0.75,complete,60,25,False,7,5538.640179
0.5,50,0.75,complete,60,25,False,8,5082.809338
0.5,50,0.75,complete,60,25,False,9,5178.291241
0.5,50,0.75,complete,60,30,False,0,6921.024675
0.5,50,0.75,complete,60,30,False,1,6662.833904
0.5,50,0.75,complete,60,30,False,2,6888.885891
0.5,50,0.75,complete,60,30,False,3,6751.327887
0.5,50,0.75,complete,60,30,False,4,5975.05448
0.5,50,0.75,complete,60,30,False,5,6364.016681
0.5,50,0.75,complete,60,30,False,6,6549.186394
0.5,50,0.75,complete,60,30,False,7,6908.100833
0.5,50,0.75,complete,60,30,False,8,6777.140344
0.5,50,0.75,complete,60,30,False,9,6558.737808
0.5,3,0.75,average,60,15,True,0,3.787339
0.5,3,0.75,average,60,15,True,1,3.745643
0.5,3,0.75,average,60,15,True,2,3.725904
0.5,3,0.75,average,60,15,True,3,4.119245
0.5,3,0.75,average,60,15,True,4,3.715217
0.5,3,0.75,average,60,15,True,5,3.719635
0.5,3,0.75,average,60,15,True,6,4.438489
0.5,3,0.75,average,60,15,True,7,3.69294
0.5,3,0.75,average,60,15,True,8,3.722738
0.5,3,0.75,average,60,15,True,9,3.683527
0.5,5,0.75,average,60,15,True,0,12.658706
0.5,5,0.75,average,60,15,True,1,15.202802
0.5,5,0.75,average,60,15,True,2,13.28507
0.5,5,0.75,average,60,15,True,3,15.1406
0.5,5,0.75,average,60,15,True,4,13.040893
0.5,5,0.75,average,60,15,True,5,16.790332
0.5,5,0.75,average,60,15,True,6,13.708028
0.5,5,0.75,average,60,15,True,7,14.547244
0.5,5,0.75,average,60,15,True,8,15.297748
0.5,5,0.75,average,60,15,True,9,14.425579
0.5,10,0.75,average,60,15,True,0,46.956096
0.5,10,0.75,average,60,15,True,1,53.824045
0.5,10,0.75,average,60,15,True,2,54.369642
0.5,10,0.75,average,60,15,True,3,52.504517
0.5,10,0.75,average,60,15,True,4,47.073629
0.5,10,0.75,average,60,15,True,5,50.327321
0.5,10,0.75,average,60,15,True,6,50.115372
0.5,10,0.75,average,60,15,True,7,48.468944
0.5,10,0.75,average,60,15,True,8,49.647793
0.5,10,0.75,average,60,15,True,9,56.77779
0.5,25,0.75,average,60,15,True,0,354.070636
0.5,25,0.75,average,60,15,True,1,366.660871
0.5,25,0.75,average,60,15,True,2,345.491824
0.5,25,0.75,average,60,15,True,3,359.377167
0.5,25,0.75,average,60,15,True,4,355.244504
0.5,25,0.75,average,60,15,True,5,337.269539
0.5,25,0.75,average,60,15,True,6,353.851323
0.5,25,0.75,average,60,15,True,7,349.142604
0.5,25,0.75,average,60,15,True,8,350.125209
0.5,25,0.75,average,60,15,True,9,349.126334
0.5,50,0.75,average,60,15,True,0,1458.492417
0.5,50,0.75,average,60,15,True,1,1498.358216
0.5,50,0.75,average,60,15,True,2,1476.505455
0.5,50,0.75,average,60,15,True,3,1494.476515
0.5,50,0.75,average,60,15,True,4,1517.952744
0.5,50,0.75,average,60,15,True,5,1491.976684
0.5,50,0.75,average,60,15,True,6,1506.312913
0.5,50,0.75,average,60,15,True,7,1486.19482
0.5,50,0.75,average,60,15,True,8,1416.07877
0.5,50,0.75,average,60,15,True,9,1469.865895
0.5,75,0.75,average,60,15,True,0,3440.787323
0.5,75,0.75,average,60,15,True,1,3452.32629
0.5,75,0.75,average,60,15,True,2,3483.255114
0.5,75,0.75,average,60,15,True,3,3437.198924
0.5,75,0.75,average,60,15,True,4,3408.939593
0.5,75,0.75,average,60,15,True,5,3460.615537
0.5,75,0.75,average,60,15,True,6,3423.043796
0.5,75,0.75,average,60,15,True,7,3465.068169
0.5,75,0.75,average,60,15,True,8,3412.877785
0.5,75,0.75,average,60,15,True,9,3493.988374
0.5,100,0.75,average,60,15,True,0,6405.385387
0.5,100,0.75,average,60,15,True,1,6345.552826
0.5,100,0.75,average,60,15,True,2,6339.103823
0.5,100,0.75,average,60,15,True,3,6191.39031
0.5,100,0.75,average,60,15,True,4,6249.357452
0.5,100,0.75,average,60,15,True,5,6215.811805
0.5,100,0.75,average,60,15,True,6,6232.488858
0.5,100,0.75,average,60,15,True,7,6224.616875
0.5,100,0.75,average,60,15,True,8,6412.309041
0.5,100,0.75,average,60,15,True,9,6239.111267
0.5,150,0.75,average,60,15,True,0,14117.090113
0.5,150,0.75,average,60,15,True,1,14145.174614
0.5,150,0.75,average,60,15,True,2,14016.673524
0.5,150,0.75,average,60,15,True,3,13995.95325
0.5,150,0.75,average,60,15,True,4,14191.897054
0.5,150,0.75,average,60,15,True,5,13945.338499
0.5,150,0.75,average,60,15,True,6,14275.002171
0.5,150,0.75,average,60,15,True,7,14102.579385
0.5,150,0.75,average,60,15,True,8,14127.819388
0.5,150,0.75,average,60,15,True,9,14116.693857
0.5,200,0.75,average,60,15,True,0,25634.055378
0.5,200,0.75,average,60,15,True,1,25320.947594
0.5,200,0.75,average,60,15,True,2,25210.474926
0.5,200,0.75,average,60,15,True,3,25390.627989
0.5,200,0.75,average,60,15,True,4,25382.863579
0.5,200,0.75,average,60,15,True,5,25243.228254
0.5,200,0.75,average,60,15,True,6,25023.374178
0.5,200,0.75,average,60,15,True,7,25348.515481
0.5,200,0.75,average,60,15,True,8,25319.307713
0.5,200,0.75,average,60,15,True,9,25306.497092
0.5,50,0.75,average,3,1,True,0,22.333638
0.5,50,0.75,average,3,1,True,1,23.294178
0.5,50,0.75,average,3,1,True,2,24.572626
0.5,50,0.75,average,3,1,True,3,23.17015
0.5,50,0.75,average,3,1,True,4,22.542194
0.5,50,0.75,average,3,1,True,5,21.969016
0.5,50,0.75,average,3,1,True,6,24.600582
0.5,50,0.75,average,3,1,True,7,23.446951
0.5,50,0.75,average,3,1,True,8,24.051953
0.5,50,0.75,average,3,1,True,9,23.662823
0.5,50,0.75,average,5,1,True,0,48.861033
0.5,50,0.75,average,5,1,True,1,50.776235
0.5,50,0.75,average,5,1,True,2,48.0643
0.5,50,0.75,average,5,1,True,3,49.589129
0.5,50,0.75,average,5,1,True,4,48.832801
0.5,50,0.75,average,5,1,True,5,50.079938
0.5,50,0.75,average,5,1,True,6,48.842953
0.5,50,0.75,average,5,1,True,7,49.55787
0.5,50,0.75,average,5,1,True,8,51.565495
0.5,50,0.75,average,5,1,True,9,50.902938
0.5,50,0.75,average,10,1,True,0,102.500449
0.5,50,0.75,average,10,1,True,1,104.568484
0.5,50,0.75,average,10,1,True,2,107.32372
0.5,50,0.75,average,10,1,True,3,103.160379
0.5,50,0.75,average,10,1,True,4,103.522068
0.5,50,0.75,average,10,1,True,5,107.850484
0.5,50,0.75,average,10,1,True,6,106.634197
0.5,50,0.75,average,10,1,True,7,105.446269
0.5,50,0.75,average,10,1,True,8,101.390543
0.5,50,0.75,average,10,1,True,9,99.933253
0.5,50,0.75,average,20,1,True,0,231.804299
0.5,50,0.75,average,20,1,True,1,228.887626
0.5,50,0.75,average,20,1,True,2,234.373431
0.5,50,0.75,average,20,1,True,3,240.388077
0.5,50,0.75,average,20,1,True,4,233.893441
0.5,50,0.75,average,20,1,True,5,227.014147
0.5,50,0.75,average,20,1,True,6,225.199592
0.5,50,0.75,average,20,1,True,7,233.282581
0.5,50,0.75,average,20,1,True,8,229.41307
0.5,50,0.75,average,20,1,True,9,227.547548
0.5,50,0.75,average,30,1,True,0,468.229124
0.5,50,0.75,average,30,1,True,1,453.690896
0.5,50,0.75,average,30,1,True,2,460.696364
0.5,50,0.75,average,30,1,True,3,462.983587
0.5,50,0.75,average,30,1,True,4,466.845796
0.5,50,0.75,average,30,1,True,5,462.283773
0.5,50,0.75,average,30,1,True,6,458.075897
0.5,50,0.75,average,30,1,True,7,447.138519
0.5,50,0.75,average,30,1,True,8,466.904424
0.5,50,0.75,average,30,1,True,9,464.958523
0.5,50,0.75,average,50,1,True,0,1385.150177
0.5,50,0.75,average,50,1,True,1,1369.090515
0.5,50,0.75,average,50,1,True,2,1351.544455
0.5,50,0.75,average,50,1,True,3,1359.628601
0.5,50,0.75,average,50,1,True,4,1369.395171
0.5,50,0.75,average,50,1,True,5,1344.848406
0.5,50,0.75,average,50,1,True,6,1385.428599
0.5,50,0.75,average,50,1,True,7,1359.690005
0.5,50,0.75,average,50,1,True,8,1333.303146
0.5,50,0.75,average,50,1,True,9,1316.368198
0.5,50,0.75,average,75,1,True,0,3630.352492
0.5,50,0.75,average,75,1,True,1,3585.789703
0.5,50,0.75,average,75,1,True,2,3600.3206
0.5,50,0.75,average,75,1,True,3,3554.973108
0.5,50,0.75,average,75,1,True,4,3534.843407
0.5,50,0.75,average,75,1,True,5,3631.533123
0.5,50,0.75,average,75,1,True,6,3588.017286
0.5,50,0.75,average,75,1,True,7,3575.549891
0.5,50,0.75,average,75,1,True,8,3612.262528
0.5,50,0.75,average,75,1,True,9,3646.091884
0.5,50,0.75,average,100,1,True,0,7604.592411
0.5,50,0.75,average,100,1,True,1,7632.20806
0.5,50,0.75,average,100,1,True,2,7463.698221
0.5,50,0.75,average,100,1,True,3,7600.005371
0.5,50,0.75,average,100,1,True,4,7512.398489
0.5,50,0.75,average,100,1,True,5,7628.551215
0.5,50,0.75,average,100,1,True,6,7437.294703
0.5,50,0.75,average,100,1,True,7,7319.472379
