benchmark_set,ds_name,time_series_id,model,time [s],time motif discovery [s],time motif aggregation [s]
scalability,length=5000,0,EMD_star,0.26247715950012207,,
scalability,length=5000,0,LAMA,1.1446845531463623,,
scalability,length=5000,0,MMotifs,1.6790153980255127,,
scalability,length=5000,0,GrammarVizRePair,1.2447164058685303,1.2386581897735596,0.006058216094970703
scalability,length=5000,0,LatentMotifs,1.4514527320861816,1.4512133598327637,0.00023937225341796875
scalability,length=5000,0,LoCoMotif,15.004794359207153,15.004074335098267,0.0007200241088867188
scalability,length=5000,0,Motiflets,3.8690621852874756,3.8689041137695312,0.00015807151794433594
scalability,length=5000,0,SetFinder,2.2639575004577637,2.263838768005371,0.00011873245239257812
scalability,length=5000,1,EMD_star,0.24996662139892578,,
scalability,length=5000,1,LAMA,1.0877079963684082,,
scalability,length=5000,1,MMotifs,1.6885545253753662,,
scalability,length=5000,1,GrammarVizRePair,1.213310956954956,1.2088806629180908,0.004430294036865234
scalability,length=5000,1,LatentMotifs,1.4938251972198486,1.4936189651489258,0.00020623207092285156
scalability,length=5000,1,LoCoMotif,15.061793804168701,15.061259746551514,0.0005340576171875
scalability,length=5000,1,Motiflets,3.8815152645111084,3.8813793659210205,0.00013589859008789062
scalability,length=5000,1,SetFinder,1.9740726947784424,1.9740638732910156,8.821487426757812e-06
scalability,length=5000,2,EMD_star,0.2560279369354248,,
scalability,length=5000,2,LAMA,1.0866234302520752,,
scalability,length=5000,2,MMotifs,1.6822164058685303,,
scalability,length=5000,2,GrammarVizRePair,1.2405259609222412,1.2361936569213867,0.004332304000854492
scalability,length=5000,2,LatentMotifs,1.4524552822113037,1.4522852897644043,0.00016999244689941406
scalability,length=5000,2,LoCoMotif,15.079637050628662,15.078428030014038,0.0012090206146240234
scalability,length=5000,2,Motiflets,3.8950045108795166,3.894865036010742,0.00013947486877441406
scalability,length=5000,2,SetFinder,2.316579580307007,2.3164496421813965,0.00012993812561035156
scalability,length=5000,3,EMD_star,0.2752985954284668,,
scalability,length=5000,3,LAMA,1.1435167789459229,,
scalability,length=5000,3,MMotifs,1.7026069164276123,,
scalability,length=5000,3,GrammarVizRePair,1.2432398796081543,1.2389333248138428,0.0043065547943115234
scalability,length=5000,3,LatentMotifs,1.4584293365478516,1.458198070526123,0.00023126602172851562
scalability,length=5000,3,LoCoMotif,15.171434164047241,15.168800354003906,0.002633810043334961
scalability,length=5000,3,Motiflets,3.874199390411377,3.874056816101074,0.00014257431030273438
scalability,length=5000,3,SetFinder,2.0434160232543945,2.0434036254882812,1.239776611328125e-05
scalability,length=5000,4,EMD_star,0.2412562370300293,,
scalability,length=5000,4,LAMA,1.082139015197754,,
scalability,length=5000,4,MMotifs,1.684711217880249,,
scalability,length=5000,4,GrammarVizRePair,1.221667766571045,1.217604637145996,0.004063129425048828
scalability,length=5000,4,LatentMotifs,1.4076073169708252,1.4074313640594482,0.00017595291137695312
scalability,length=5000,4,LoCoMotif,14.971748352050781,14.970983266830444,0.0007650852203369141
scalability,length=5000,4,Motiflets,3.8756861686706543,3.875544786453247,0.00014138221740722656
scalability,length=5000,4,SetFinder,2.4676642417907715,2.46744966506958,0.00021457672119140625
