benchmark_set,ds_name,time_series_id,model,time [s],time motif discovery [s],time motif aggregation [s]
scalability,dimension=100,0,EMD_star,0.20894789695739746,,
scalability,dimension=100,0,LAMA,0.9711949825286865,,
scalability,dimension=100,0,MMotifs,3.5472495555877686,,
scalability,dimension=100,0,GrammarVizRePair,15.983639001846313,15.442947626113892,0.5406913757324219
scalability,dimension=100,0,LatentMotifs,16.209325313568115,16.185208082199097,0.024117231369018555
scalability,dimension=100,0,LoCoMotif,9.606414318084717,9.605482578277588,0.0009317398071289062
scalability,dimension=100,0,Motiflets,9.298340559005737,9.273807287216187,0.02453327178955078
scalability,dimension=100,0,SetFinder,13.272627830505371,13.272603511810303,2.4318695068359375e-05
scalability,dimension=100,1,EMD_star,0.14148259162902832,,
scalability,dimension=100,1,LAMA,0.9511306285858154,,
scalability,dimension=100,1,MMotifs,3.5921952724456787,,
scalability,dimension=100,1,GrammarVizRePair,16.092154026031494,15.541273593902588,0.5508804321289062
scalability,dimension=100,1,LatentMotifs,16.164790868759155,16.140260934829712,0.02452993392944336
scalability,dimension=100,1,LoCoMotif,9.617891311645508,9.617160320281982,0.0007309913635253906
scalability,dimension=100,1,Motiflets,9.31054139137268,9.286661148071289,0.0238802433013916
scalability,dimension=100,1,SetFinder,12.719005584716797,12.71889352798462,0.00011205673217773438
scalability,dimension=100,2,EMD_star,0.13973140716552734,,
scalability,dimension=100,2,LAMA,0.9685201644897461,,
scalability,dimension=100,2,MMotifs,3.498889923095703,,
scalability,dimension=100,2,GrammarVizRePair,16.106553077697754,15.52983283996582,0.5767202377319336
scalability,dimension=100,2,LatentMotifs,16.053621768951416,16.029855966567993,0.02376580238342285
scalability,dimension=100,2,LoCoMotif,9.591464042663574,9.59025239944458,0.0012116432189941406
scalability,dimension=100,2,Motiflets,9.355849981307983,9.332502603530884,0.02334737777709961
scalability,dimension=100,2,SetFinder,12.75889539718628,12.75877571105957,0.00011968612670898438
scalability,dimension=100,3,EMD_star,0.19005417823791504,,
scalability,dimension=100,3,LAMA,0.9811296463012695,,
scalability,dimension=100,3,MMotifs,3.626110076904297,,
scalability,dimension=100,3,GrammarVizRePair,16.12832021713257,15.578710794448853,0.5496094226837158
scalability,dimension=100,3,LatentMotifs,16.197800397872925,16.174028873443604,0.02377152442932129
scalability,dimension=100,3,LoCoMotif,9.617377281188965,9.616786241531372,0.0005910396575927734
scalability,dimension=100,3,Motiflets,9.296900033950806,9.2741858959198,0.02271413803100586
scalability,dimension=100,3,SetFinder,12.55240511894226,12.552237749099731,0.00016736984252929688
scalability,dimension=100,4,EMD_star,0.15792584419250488,,
scalability,dimension=100,4,LAMA,0.9506809711456299,,
scalability,dimension=100,4,MMotifs,4.232336521148682,,
scalability,dimension=100,4,GrammarVizRePair,16.058801651000977,15.497888326644897,0.5609133243560791
scalability,dimension=100,4,LatentMotifs,16.51625633239746,16.492823123931885,0.023433208465576172
scalability,dimension=100,4,LoCoMotif,9.618893146514893,9.618009567260742,0.0008835792541503906
scalability,dimension=100,4,Motiflets,9.3081214427948,9.284306526184082,0.023814916610717773
scalability,dimension=100,4,SetFinder,12.668956279754639,12.668846845626831,0.00010943412780761719
scalability,dimension=100,5,EMD_star,0.26482081413269043,,
scalability,dimension=100,5,LAMA,0.9367959499359131,,
scalability,dimension=100,5,MMotifs,3.6630399227142334,,
scalability,dimension=100,5,GrammarVizRePair,15.983752250671387,15.418070793151855,0.5656814575195312
scalability,dimension=100,5,LatentMotifs,16.36795663833618,16.34341049194336,0.024546146392822266
scalability,dimension=100,5,LoCoMotif,9.587430000305176,9.586881875991821,0.0005481243133544922
scalability,dimension=100,5,Motiflets,9.268134832382202,9.246551036834717,0.02158379554748535
scalability,dimension=100,5,SetFinder,13.328464269638062,13.328356266021729,0.00010800361633300781
scalability,dimension=100,6,EMD_star,0.2502706050872803,,
scalability,dimension=100,6,LAMA,0.9605560302734375,,
