benchmark_set,ds_name,time_series_id,model,time [s],time motif discovery [s],time motif aggregation [s]
scalability,dimension=30,0,EMD_star,0.08619832992553711,,
scalability,dimension=30,0,LAMA,0.31247830390930176,,
scalability,dimension=30,0,MMotifs,0.6051700115203857,,
scalability,dimension=30,0,GrammarVizRePair,4.715826034545898,4.6434645652771,0.07236146926879883
scalability,dimension=30,0,LatentMotifs,4.871140003204346,4.868424892425537,0.0027151107788085938
scalability,dimension=30,0,LoCoMotif,2.8645102977752686,2.864314317703247,0.00019598007202148438
scalability,dimension=30,0,Motiflets,2.7741639614105225,2.7718122005462646,0.0023517608642578125
scalability,dimension=30,0,SetFinder,3.772444486618042,3.772430896759033,1.3589859008789062e-05
scalability,dimension=30,1,EMD_star,0.08295273780822754,,
scalability,dimension=30,1,LAMA,0.28900814056396484,,
scalability,dimension=30,1,MMotifs,0.6660306453704834,,
scalability,dimension=30,1,GrammarVizRePair,4.723764896392822,4.651014089584351,0.07275080680847168
scalability,dimension=30,1,LatentMotifs,4.918306589126587,4.915792226791382,0.002514362335205078
scalability,dimension=30,1,LoCoMotif,2.8834803104400635,2.883354663848877,0.00012564659118652344
scalability,dimension=30,1,Motiflets,2.7925291061401367,2.790208578109741,0.002320528030395508
scalability,dimension=30,1,SetFinder,3.8760485649108887,3.8760340213775635,1.4543533325195312e-05
scalability,dimension=30,2,EMD_star,0.014869928359985352,,
scalability,dimension=30,2,LAMA,0.28694963455200195,,
scalability,dimension=30,2,MMotifs,0.6041526794433594,,
scalability,dimension=30,2,GrammarVizRePair,4.640127420425415,4.580336093902588,0.05979132652282715
scalability,dimension=30,2,LatentMotifs,4.875703573226929,4.873230457305908,0.002473115921020508
scalability,dimension=30,2,LoCoMotif,2.8764500617980957,2.876246690750122,0.0002033710479736328
scalability,dimension=30,2,Motiflets,2.7780215740203857,2.77601957321167,0.0020020008087158203
scalability,dimension=30,2,SetFinder,3.9149041175842285,3.9146900177001953,0.00021409988403320312
scalability,dimension=30,3,EMD_star,0.05657386779785156,,
scalability,dimension=30,3,LAMA,0.31684350967407227,,
scalability,dimension=30,3,MMotifs,0.6427838802337646,,
scalability,dimension=30,3,GrammarVizRePair,4.726656675338745,4.6642982959747314,0.06235837936401367
scalability,dimension=30,3,LatentMotifs,4.859350204467773,4.857074737548828,0.0022754669189453125
scalability,dimension=30,3,LoCoMotif,2.872904062271118,2.872795820236206,0.00010824203491210938
scalability,dimension=30,3,Motiflets,2.7687978744506836,2.7666852474212646,0.0021126270294189453
scalability,dimension=30,3,SetFinder,3.782194137573242,3.782067060470581,0.0001270771026611328
scalability,dimension=30,4,EMD_star,0.012715339660644531,,
scalability,dimension=30,4,LAMA,0.29717516899108887,,
scalability,dimension=30,4,MMotifs,0.6176896095275879,,
scalability,dimension=30,4,GrammarVizRePair,4.747451066970825,4.679070949554443,0.06838011741638184
scalability,dimension=30,4,LatentMotifs,4.840526342391968,4.8381266593933105,0.0023996829986572266
scalability,dimension=30,4,LoCoMotif,2.854229688644409,2.85390305519104,0.0003266334533691406
scalability,dimension=30,4,Motiflets,2.7859599590301514,2.7836711406707764,0.002288818359375
scalability,dimension=30,4,SetFinder,3.774170398712158,3.7741549015045166,1.5497207641601562e-05
scalability,dimension=30,5,EMD_star,0.015286445617675781,,
scalability,dimension=30,5,LAMA,0.3101084232330322,,
scalability,dimension=30,5,MMotifs,0.6084506511688232,,
scalability,dimension=30,5,GrammarVizRePair,4.721996307373047,4.652547597885132,0.06944870948791504
scalability,dimension=30,5,LatentMotifs,4.831206798553467,4.828521728515625,0.002685070037841797
scalability,dimension=30,5,LoCoMotif,2.859360456466675,2.859081506729126,0.0002789497375488281
scalability,dimension=30,5,Motiflets,2.794677734375,2.792448043823242,0.0022296905517578125
scalability,dimension=30,5,SetFinder,3.920880079269409,3.9206981658935547,0.0001819133758544922
scalability,dimension=30,6,EMD_star,0.03672504425048828,,
scalability,dimension=30,6,LAMA,0.28626108169555664,,
scalability,dimension=30,6,MMotifs,0.6763589382171631,,
scalability,dimension=30,6,GrammarVizRePair,4.813642263412476,4.740471839904785,0.07317042350769043
scalability,dimension=30,6,LatentMotifs,4.814146518707275,4.8118555545806885,0.002290964126586914
scalability,dimension=30,6,LoCoMotif,2.8733222484588623,2.8731584548950195,0.00016379356384277344
scalability,dimension=30,6,Motiflets,2.7946295738220215,2.79247784614563,0.0021517276763916016
scalability,dimension=30,6,SetFinder,3.792839527130127,3.792825937271118,1.3589859008789062e-05
scalability,dimension=30,7,EMD_star,0.07856059074401855,,
scalability,dimension=30,7,LAMA,0.3267331123352051,,
scalability,dimension=30,7,MMotifs,0.681995153427124,,
scalability,dimension=30,7,GrammarVizRePair,4.754055023193359,4.676564931869507,0.07749009132385254
scalability,dimension=30,7,LatentMotifs,4.925603151321411,4.9231367111206055,0.002466440200805664
scalability,dimension=30,7,LoCoMotif,2.866920232772827,2.8666563034057617,0.0002639293670654297
scalability,dimension=30,7,Motiflets,2.7808327674865723,2.7786569595336914,0.0021758079528808594
scalability,dimension=30,7,SetFinder,3.903799057006836,3.903698444366455,0.00010061264038085938
scalability,dimension=30,8,EMD_star,0.014504671096801758,,
scalability,dimension=30,8,LAMA,0.31490468978881836,,
scalability,dimension=30,8,MMotifs,0.8037877082824707,,
scalability,dimension=30,8,GrammarVizRePair,4.76725697517395,4.694675922393799,0.07258105278015137
scalability,dimension=30,8,LatentMotifs,4.869587182998657,4.867253303527832,0.0023338794708251953
scalability,dimension=30,8,LoCoMotif,2.8718326091766357,2.8717219829559326,0.000110626220703125
scalability,dimension=30,8,Motiflets,2.7885706424713135,2.786339521408081,0.002231121063232422
scalability,dimension=30,8,SetFinder,3.821302652359009,3.8212900161743164,1.2636184692382812e-05
scalability,dimension=30,9,EMD_star,0.014618396759033203,,
scalability,dimension=30,9,LAMA,0.28372645378112793,,
scalability,dimension=30,9,MMotifs,0.6022593975067139,,
scalability,dimension=30,9,GrammarVizRePair,4.688122987747192,4.603209495544434,0.08491349220275879
scalability,dimension=30,9,LatentMotifs,4.876520872116089,4.8742594718933105,0.0022614002227783203
scalability,dimension=30,9,LoCoMotif,2.8760526180267334,2.8758320808410645,0.0002205371856689453
scalability,dimension=30,9,Motiflets,2.7746334075927734,2.772444009780884,0.0021893978118896484
scalability,dimension=30,9,SetFinder,3.8524014949798584,3.8521480560302734,0.00025343894958496094
